#{"t_start": 1695644104.102744, "env_id": "CartPole-v1"}
r,l,t 
9.0,9,64.02
9.0,9,64.041002
10.0,10,64.065
10.0,10,64.088
10.0,10,64.112001
9.0,9,64.133
10.0,10,64.156
10.0,10,64.181002
11.0,11,64.206
10.0,10,64.228999
10.0,10,64.252
10.0,10,64.275
9.0,9,64.296999
9.0,9,64.317999
10.0,10,64.342002
8.0,8,64.362
9.0,9,64.383
10.0,10,64.408
10.0,10,64.431
10.0,10,64.457001
8.0,8,64.477001
10.0,10,64.503001
9.0,9,64.526
10.0,10,64.551001
9.0,9,64.573
10.0,10,64.599001
9.0,9,64.622
10.0,10,64.648
8.0,8,64.667
9.0,9,64.688001
10.0,10,64.735
11.0,11,64.761003
9.0,9,64.783
10.0,10,64.807
9.0,9,64.829001
9.0,9,64.852
8.0,8,64.872001
9.0,9,64.896
10.0,10,64.921002
10.0,10,64.946001
9.0,9,64.968001
9.0,9,64.991002
9.0,9,65.014
9.0,9,65.038001
9.0,9,65.059999
9.0,9,65.082
10.0,10,65.107
9.0,9,65.129
10.0,10,65.153
10.0,10,65.177
9.0,9,65.198999
10.0,10,65.223
9.0,9,65.246001
10.0,10,65.27
9.0,9,65.291001
10.0,10,65.316001
10.0,10,65.340001
10.0,10,65.364001
8.0,8,65.383
9.0,9,65.405
8.0,8,65.424
9.0,9,65.446
9.0,9,65.477
10.0,10,65.507
9.0,9,65.532
9.0,9,65.56
9.0,9,65.585999
9.0,9,65.613002
10.0,10,65.639
9.0,9,65.661
9.0,9,65.683
11.0,11,65.709999
10.0,10,65.737005
9.0,9,65.759
10.0,10,65.782003
8.0,8,65.799999
9.0,9,65.822001
9.0,9,65.843
8.0,8,65.861002
9.0,9,65.882
9.0,9,65.903
10.0,10,65.926001
9.0,9,65.948999
10.0,10,65.973
9.0,9,65.996001
11.0,11,66.023
10.0,10,66.047002
10.0,10,66.071002
9.0,9,66.092
9.0,9,66.113
9.0,9,66.135
10.0,10,66.159
9.0,9,66.183
9.0,9,66.205999
9.0,9,66.232002
8.0,8,66.252
10.0,10,66.277002
8.0,8,66.298002
9.0,9,66.320001
8.0,8,66.340001
8.0,8,66.360002
10.0,10,66.385
9.0,9,66.408
9.0,9,66.429999
9.0,9,66.452
9.0,9,66.474
9.0,9,66.496001
10.0,10,66.521003
9.0,9,66.543001
9.0,9,66.564
10.0,10,66.587
9.0,9,66.608002
9.0,9,66.631002
10.0,10,66.656001
8.0,8,66.676
10.0,10,66.7
10.0,10,66.725999
9.0,9,66.748001
8.0,8,66.767
10.0,10,66.79
9.0,9,66.812
9.0,9,66.833999
10.0,10,66.859
9.0,9,66.882
10.0,10,66.906
9.0,9,66.929
9.0,9,66.951002
9.0,9,66.973
11.0,11,66.998999
9.0,9,67.021002
8.0,8,67.04
9.0,9,67.061001
9.0,9,67.084002
10.0,10,67.109
10.0,10,67.139
10.0,10,67.172001
9.0,9,67.196
10.0,10,67.245999
10.0,10,67.272
8.0,8,67.292
9.0,9,67.314
10.0,10,67.339
10.0,10,67.365999
8.0,8,67.385
8.0,8,67.404
8.0,8,67.423001
8.0,8,67.444001
9.0,9,67.468999
9.0,9,67.493001
9.0,9,67.516999
9.0,9,67.540001
10.0,10,67.566
10.0,10,67.592999
9.0,9,67.616
9.0,9,67.638
9.0,9,67.661002
9.0,9,67.683
10.0,10,67.708
8.0,8,67.728
10.0,10,67.754001
10.0,10,67.779
10.0,10,67.805002
8.0,8,67.826001
10.0,10,67.852999
8.0,8,67.872999
8.0,8,67.893
10.0,10,67.919001
10.0,10,67.944001
10.0,10,67.970999
9.0,9,67.995
9.0,9,68.018
11.0,11,68.045
10.0,10,68.071002
9.0,9,68.093002
8.0,8,68.114001
10.0,10,68.139
10.0,10,68.164001
10.0,10,68.193001
9.0,9,68.219001
9.0,9,68.244001
11.0,11,68.274001
10.0,10,68.302001
10.0,10,68.33
10.0,10,68.358001
10.0,10,68.387
9.0,9,68.413
9.0,9,68.436001
10.0,10,68.461
9.0,9,68.484
9.0,9,68.504999
8.0,8,68.524
8.0,8,68.545001
8.0,8,68.567
9.0,9,68.588
9.0,9,68.611002
10.0,10,68.635001
10.0,10,68.669001
9.0,9,68.697
8.0,8,68.719
8.0,8,68.74
8.0,8,68.761004
9.0,9,68.786001
10.0,10,68.815001
9.0,9,68.837999
9.0,9,68.863
9.0,9,68.888002
8.0,8,68.908
9.0,9,68.932
10.0,10,68.955
9.0,9,68.977
9.0,9,68.999
10.0,10,69.025002
10.0,10,69.051001
10.0,10,69.078001
10.0,10,69.103002
8.0,8,69.124
9.0,9,69.167034
10.0,10,69.195
9.0,9,69.217999
10.0,10,69.244
9.0,9,69.267
8.0,8,69.288001
9.0,9,69.312999
9.0,9,69.336
9.0,9,69.360001
10.0,10,69.386001
10.0,10,69.412001
10.0,10,69.438
10.0,10,69.463
9.0,9,69.487002
10.0,10,69.514002
10.0,10,69.541002
9.0,9,69.566
9.0,9,69.59
10.0,10,69.616
8.0,8,69.636
8.0,8,69.655001
10.0,10,69.68
10.0,10,69.705001
10.0,10,69.735003
11.0,11,69.767001
9.0,9,69.789
10.0,10,69.814001
10.0,10,69.838999
9.0,9,69.86
9.0,9,69.906
10.0,10,69.930001
9.0,9,69.951999
8.0,8,69.972
10.0,10,69.996
10.0,10,70.021002
10.0,10,70.045001
9.0,9,70.068002
9.0,9,70.089
10.0,10,70.113002
10.0,10,70.135999
10.0,10,70.16
9.0,9,70.183001
8.0,8,70.203
8.0,8,70.224002
8.0,8,70.244
10.0,10,70.269001
9.0,9,70.294
9.0,9,70.316
10.0,10,70.342001
8.0,8,70.361001
10.0,10,70.387002
8.0,8,70.413002
10.0,10,70.44
10.0,10,70.476001
9.0,9,70.503999
11.0,11,70.531
9.0,9,70.554
9.0,9,70.576001
10.0,10,70.601002
9.0,9,70.622
9.0,9,70.645
9.0,9,70.669003
10.0,10,70.694
10.0,10,70.719
9.0,9,70.74
9.0,9,70.761002
10.0,10,70.786001
10.0,10,70.813
8.0,8,70.835002
10.0,10,70.863001
11.0,11,70.894
10.0,10,70.920002
8.0,8,70.941
10.0,10,70.968001
9.0,9,70.992001
10.0,10,71.036002
10.0,10,71.066
10.0,10,71.092
10.0,10,71.118999
10.0,10,71.145002
9.0,9,71.169
10.0,10,71.195
10.0,10,71.222001
10.0,10,71.247
8.0,8,71.268
10.0,10,71.294
9.0,9,71.319
10.0,10,71.345999
10.0,10,71.375035
10.0,10,71.399999
9.0,9,71.424
11.0,11,71.453001
10.0,10,71.48
9.0,9,71.505001
9.0,9,71.534
9.0,9,71.559003
9.0,9,71.582
10.0,10,71.608
10.0,10,71.634001
8.0,8,71.655
10.0,10,71.682003
9.0,9,71.706
9.0,9,71.729
9.0,9,71.753999
10.0,10,71.781002
10.0,10,71.807003
9.0,9,71.831002
9.0,9,71.854002
10.0,10,71.878999
8.0,8,71.898999
10.0,10,71.924001
9.0,9,71.948002
10.0,10,71.973001
10.0,10,72.000001
8.0,8,72.022
11.0,11,72.051002
10.0,10,72.077
10.0,10,72.102002
9.0,9,72.126003
10.0,10,72.151001
10.0,10,72.177999
9.0,9,72.202999
9.0,9,72.227999
9.0,9,72.253
9.0,9,72.277
10.0,10,72.303001
10.0,10,72.331
9.0,9,72.355005
9.0,9,72.380002
10.0,10,72.405999
9.0,9,72.429
9.0,9,72.453001
8.0,8,72.473
9.0,9,72.494999
10.0,10,72.519
9.0,9,72.565
10.0,10,72.59
8.0,8,72.609
10.0,10,72.633
9.0,9,72.655
9.0,9,72.676
8.0,8,72.700002
9.0,9,72.722
10.0,10,72.746001
9.0,9,72.768001
9.0,9,72.79
9.0,9,72.813003
9.0,9,72.836002
8.0,8,72.855
9.0,9,72.876999
9.0,9,72.899
9.0,9,72.923
9.0,9,72.945
9.0,9,72.967
9.0,9,72.989
9.0,9,73.012001
10.0,10,73.04
10.0,10,73.066
8.0,8,73.088001
9.0,9,73.112001
9.0,9,73.138
10.0,10,73.165
10.0,10,73.196002
9.0,9,73.218001
10.0,10,73.243
10.0,10,73.268001
9.0,9,73.291001
8.0,8,73.312001
8.0,8,73.333
9.0,9,73.356
10.0,10,73.382
10.0,10,73.408999
10.0,10,73.434001
9.0,9,73.457
9.0,9,73.478999
8.0,8,73.499002
10.0,10,73.524002
9.0,9,73.546002
10.0,10,73.571
11.0,11,73.598001
9.0,9,73.622001
8.0,8,73.643
9.0,9,73.665
10.0,10,73.69
9.0,9,73.713
10.0,10,73.737
9.0,9,73.761
9.0,9,73.783
9.0,9,73.806001
10.0,10,73.833002
9.0,9,73.856
9.0,9,73.878
9.0,9,73.900002
9.0,9,73.922
9.0,9,73.943
10.0,10,73.967
8.0,8,73.987
9.0,9,74.009
9.0,9,74.032001
8.0,8,74.052
10.0,10,74.076
10.0,10,74.101002
8.0,8,74.120001
10.0,10,74.144
9.0,9,74.165999
10.0,10,74.190998
9.0,9,74.214
8.0,8,74.233001
10.0,10,74.257
10.0,10,74.283002
9.0,9,74.304001
9.0,9,74.326
10.0,10,74.35
10.0,10,74.374
9.0,9,74.396
10.0,10,74.42
8.0,8,74.442002
10.0,10,74.471004
9.0,9,74.492999
9.0,9,74.514999
9.0,9,74.537
10.0,10,74.561
9.0,9,74.584
10.0,10,74.611002
8.0,8,74.631001
9.0,9,74.653001
9.0,9,74.676
8.0,8,74.696
8.0,8,74.714999
10.0,10,74.74
8.0,8,74.759
9.0,9,74.782
9.0,9,74.804
9.0,9,74.827
11.0,11,74.854001
10.0,10,74.878001
10.0,10,74.904002
9.0,9,74.925
10.0,10,74.95
10.0,10,74.973
10.0,10,74.997
10.0,10,75.029001
10.0,10,75.061001
9.0,9,75.111
10.0,10,75.136
9.0,9,75.160001
9.0,9,75.184
8.0,8,75.204001
10.0,10,75.229002
10.0,10,75.254
10.0,10,75.279
9.0,9,75.301001
8.0,8,75.321001
10.0,10,75.345
8.0,8,75.365
10.0,10,75.390001
9.0,9,75.415
9.0,9,75.437003
10.0,10,75.462
10.0,10,75.489
10.0,10,75.514
10.0,10,75.541002
9.0,9,75.565
8.0,8,75.587002
10.0,10,75.611001
10.0,10,75.635
9.0,9,75.658
10.0,10,75.682001
10.0,10,75.707001
11.0,11,75.734999
9.0,9,75.760001
10.0,10,75.788
8.0,8,75.81
10.0,10,75.839001
9.0,9,75.864001
9.0,9,75.887
10.0,10,75.912
10.0,10,75.937
8.0,8,75.957
9.0,9,75.98
9.0,9,76.002
10.0,10,76.026
9.0,9,76.048
10.0,10,76.072001
8.0,8,76.093001
9.0,9,76.119
9.0,9,76.143
9.0,9,76.164003
8.0,8,76.184001
9.0,9,76.205999
9.0,9,76.227001
9.0,9,76.25
10.0,10,76.273
10.0,10,76.297
8.0,8,76.316
9.0,9,76.338002
9.0,9,76.361001
10.0,10,76.385
9.0,9,76.407002
10.0,10,76.431002
9.0,9,76.452
9.0,9,76.475
10.0,10,76.499
9.0,9,76.521001
9.0,9,76.544
10.0,10,76.569
9.0,9,76.592002
9.0,9,76.613
9.0,9,76.636
10.0,10,76.66
9.0,9,76.681002
8.0,8,76.701002
10.0,10,76.724999
10.0,10,76.749003
10.0,10,76.773
8.0,8,76.792
10.0,10,76.817
10.0,10,76.841002
11.0,11,76.868
8.0,8,76.887
8.0,8,76.907
10.0,10,76.931002
9.0,9,76.953
9.0,9,76.974
9.0,9,76.996
9.0,9,77.017
10.0,10,77.043
8.0,8,77.063
9.0,9,77.085
9.0,9,77.107
10.0,10,77.13
9.0,9,77.153
8.0,8,77.171
10.0,10,77.195001
10.0,10,77.219
10.0,10,77.243999
10.0,10,77.268
9.0,9,77.290001
9.0,9,77.311
8.0,8,77.33
9.0,9,77.352
10.0,10,77.377
9.0,9,77.399
10.0,10,77.423002
9.0,9,77.445
10.0,10,77.468999
10.0,10,77.493999
10.0,10,77.520001
9.0,9,77.55
8.0,8,77.572002
9.0,9,77.597001
9.0,9,77.649001
8.0,8,77.669
10.0,10,77.694
9.0,9,77.716
10.0,10,77.74
8.0,8,77.760001
9.0,9,77.782001
10.0,10,77.806
10.0,10,77.833002
10.0,10,77.862001
10.0,10,77.898002
9.0,9,77.939003
9.0,9,77.965
8.0,8,77.986
9.0,9,78.009
10.0,10,78.037
9.0,9,78.061001
10.0,10,78.091001
10.0,10,78.121001
10.0,10,78.149
10.0,10,78.179
9.0,9,78.204
9.0,9,78.23
9.0,9,78.256003
9.0,9,78.280001
9.0,9,78.305001
10.0,10,78.330999
10.0,10,78.357001
10.0,10,78.383
8.0,8,78.404001
9.0,9,78.428
10.0,10,78.453002
10.0,10,78.48
10.0,10,78.505
10.0,10,78.532001
9.0,9,78.556001
10.0,10,78.582
10.0,10,78.607001
9.0,9,78.63
10.0,10,78.656
8.0,8,78.677
10.0,10,78.703001
10.0,10,78.727999
10.0,10,78.754
10.0,10,78.780001
9.0,9,78.804
9.0,9,78.825
10.0,10,78.849
10.0,10,78.874
9.0,9,78.896
9.0,9,78.919001
10.0,10,78.944999
10.0,10,78.970004
10.0,10,78.996
10.0,10,79.021
10.0,10,79.046
8.0,8,79.066
10.0,10,79.09
10.0,10,79.113999
10.0,10,79.138
9.0,9,79.161003
9.0,9,79.183
8.0,8,79.203
10.0,10,79.227999
10.0,10,79.251
8.0,8,79.272002
9.0,9,79.293
10.0,10,79.316999
9.0,9,79.338
10.0,10,79.362001
11.0,11,79.391001
9.0,9,79.412999
10.0,10,79.438
10.0,10,79.465
10.0,10,79.493001
9.0,9,79.519
8.0,8,79.545002
9.0,9,79.571
8.0,8,79.591002
10.0,10,79.616
9.0,9,79.639001
9.0,9,79.662001
9.0,9,79.685
8.0,8,79.705
10.0,10,79.728999
10.0,10,79.754
10.0,10,79.780001
8.0,8,79.808003
8.0,8,79.835001
10.0,10,79.862
10.0,10,79.888
9.0,9,79.911
10.0,10,79.936
8.0,8,79.955998
9.0,9,79.978
9.0,9,80.001001
10.0,10,80.026
10.0,10,80.051
9.0,9,80.073
9.0,9,80.096001
10.0,10,80.122
10.0,10,80.146
9.0,9,80.167
10.0,10,80.192
9.0,9,80.213
9.0,9,80.235
10.0,10,80.284
9.0,9,80.306
9.0,9,80.328
8.0,8,80.348
9.0,9,80.371
8.0,8,80.391002
9.0,9,80.412
9.0,9,80.434
10.0,10,80.457
9.0,9,80.479
8.0,8,80.499
9.0,9,80.522001
8.0,8,80.544
10.0,10,80.570002
9.0,9,80.594001
9.0,9,80.617
10.0,10,80.641002
9.0,9,80.663
9.0,9,80.685
10.0,10,80.71
9.0,9,80.733
10.0,10,80.758
9.0,9,80.781002
9.0,9,80.803001
10.0,10,80.828
9.0,9,80.85
8.0,8,80.869002
9.0,9,80.891001
9.0,9,80.912
10.0,10,80.937
9.0,9,80.960001
8.0,8,80.979
8.0,8,80.999001
10.0,10,81.024002
8.0,8,81.045001
10.0,10,81.069
8.0,8,81.089
9.0,9,81.111002
9.0,9,81.132
10.0,10,81.157002
11.0,11,81.184001
10.0,10,81.211
10.0,10,81.237001
10.0,10,81.264001
11.0,11,81.296002
10.0,10,81.324001
8.0,8,81.349002
10.0,10,81.378001
10.0,10,81.402
8.0,8,81.424002
9.0,9,81.446
10.0,10,81.471001
10.0,10,81.496
8.0,8,81.515001
10.0,10,81.539
10.0,10,81.564
8.0,8,81.584
8.0,8,81.604001
10.0,10,81.63
10.0,10,81.656002
9.0,9,81.679
10.0,10,81.704
10.0,10,81.729001
9.0,9,81.752002
9.0,9,81.775001
10.0,10,81.799002
10.0,10,81.826001
10.0,10,81.854001
8.0,8,81.876
10.0,10,81.907001
10.0,10,81.936
8.0,8,81.956
9.0,9,81.978
11.0,11,82.005
9.0,9,82.028999
9.0,9,82.053004
10.0,10,82.080001
10.0,10,82.106
10.0,10,82.132
9.0,9,82.156
8.0,8,82.176001
10.0,10,82.202
9.0,9,82.224
9.0,9,82.247001
10.0,10,82.273
10.0,10,82.297999
10.0,10,82.323
9.0,9,82.346
9.0,9,82.369
9.0,9,82.391999
9.0,9,82.414001
8.0,8,82.434
10.0,10,82.458999
10.0,10,82.484
10.0,10,82.512001
8.0,8,82.532001
9.0,9,82.555
10.0,10,82.581002
8.0,8,82.6
9.0,9,82.623
9.0,9,82.645
8.0,8,82.664
8.0,8,82.684001
9.0,9,82.704999
9.0,9,82.728
9.0,9,82.751
10.0,10,82.780001
8.0,8,82.803
8.0,8,82.827
10.0,10,82.88
10.0,10,82.905999
9.0,9,82.928001
10.0,10,82.954
10.0,10,82.979
8.0,8,83.0
10.0,10,83.025
9.0,9,83.046
9.0,9,83.067
10.0,10,83.091002
8.0,8,83.111002
9.0,9,83.133001
10.0,10,83.158
11.0,11,83.186
10.0,10,83.209999
10.0,10,83.236
9.0,9,83.258002
9.0,9,83.281003
8.0,8,83.306002
10.0,10,83.335
9.0,9,83.36
10.0,10,83.386
9.0,9,83.410001
9.0,9,83.433999
10.0,10,83.461
8.0,8,83.482
10.0,10,83.507
9.0,9,83.529
8.0,8,83.549
9.0,9,83.572001
10.0,10,83.598999
8.0,8,83.619
11.0,11,83.647
10.0,10,83.672
10.0,10,83.697
10.0,10,83.722
11.0,11,83.749001
11.0,11,83.775
9.0,9,83.796999
10.0,10,83.822
9.0,9,83.845002
10.0,10,83.87
9.0,9,83.893001
10.0,10,83.918002
9.0,9,83.941002
10.0,10,83.969001
10.0,10,83.994
11.0,11,84.02
9.0,9,84.043001
8.0,8,84.064001
10.0,10,84.09
8.0,8,84.113
10.0,10,84.137
9.0,9,84.159
10.0,10,84.184
10.0,10,84.209
9.0,9,84.23
10.0,10,84.256
9.0,9,84.279999
9.0,9,84.303
9.0,9,84.326
9.0,9,84.349
9.0,9,84.371001
10.0,10,84.396001
9.0,9,84.418
9.0,9,84.441001
9.0,9,84.464
10.0,10,84.489
8.0,8,84.51
9.0,9,84.533
9.0,9,84.557
10.0,10,84.582
10.0,10,84.606999
8.0,8,84.626
10.0,10,84.651001
9.0,9,84.675
8.0,8,84.695002
9.0,9,84.718
10.0,10,84.743
9.0,9,84.767
9.0,9,84.790001
10.0,10,84.814999
10.0,10,84.839
9.0,9,84.861002
10.0,10,84.886003
9.0,9,84.909999
8.0,8,84.931001
9.0,9,84.954
10.0,10,84.979999
9.0,9,85.002
10.0,10,85.027
8.0,8,85.047
10.0,10,85.072
10.0,10,85.096001
8.0,8,85.116
9.0,9,85.140001
8.0,8,85.159999
10.0,10,85.185999
10.0,10,85.212003
10.0,10,85.237
9.0,9,85.259
8.0,8,85.279
8.0,8,85.299001
9.0,9,85.322001
9.0,9,85.349
10.0,10,85.378001
10.0,10,85.434
11.0,11,85.463
9.0,9,85.484999
9.0,9,85.507
9.0,9,85.53
10.0,10,85.556
9.0,9,85.578999
9.0,9,85.602001
10.0,10,85.628
9.0,9,85.651
10.0,10,85.676
8.0,8,85.696
10.0,10,85.721002
8.0,8,85.74
9.0,9,85.763
10.0,10,85.788
10.0,10,85.813
10.0,10,85.837002
9.0,9,85.859
10.0,10,85.884
10.0,10,85.908
9.0,9,85.93
10.0,10,85.955
8.0,8,85.974
10.0,10,85.999
9.0,9,86.022001
10.0,10,86.046
8.0,8,86.066
9.0,9,86.088
10.0,10,86.114
10.0,10,86.138
8.0,8,86.157
10.0,10,86.182
10.0,10,86.205999
9.0,9,86.229007
8.0,8,86.249
9.0,9,86.272
10.0,10,86.297
8.0,8,86.317001
10.0,10,86.342001
9.0,9,86.365001
9.0,9,86.389
9.0,9,86.411001
9.0,9,86.434
10.0,10,86.461003
8.0,8,86.482999
10.0,10,86.509
10.0,10,86.534002
9.0,9,86.556
11.0,11,86.585
9.0,9,86.607
9.0,9,86.630001
10.0,10,86.655001
10.0,10,86.680999
9.0,9,86.705999
9.0,9,86.73
9.0,9,86.753
9.0,9,86.776002
9.0,9,86.798
10.0,10,86.825
10.0,10,86.849999
9.0,9,86.874
9.0,9,86.897001
9.0,9,86.921
10.0,10,86.947001
9.0,9,86.969999
9.0,9,86.993002
10.0,10,87.018
10.0,10,87.041999
10.0,10,87.068
9.0,9,87.091002
9.0,9,87.114
10.0,10,87.141002
9.0,9,87.164002
10.0,10,87.189999
10.0,10,87.215
10.0,10,87.24
9.0,9,87.262
10.0,10,87.287
10.0,10,87.314
9.0,9,87.338001
11.0,11,87.367
9.0,9,87.391
10.0,10,87.417
10.0,10,87.443
10.0,10,87.468001
10.0,10,87.493
10.0,10,87.518
10.0,10,87.544002
8.0,8,87.568
9.0,9,87.591
10.0,10,87.617
9.0,9,87.64
10.0,10,87.665
9.0,9,87.687999
9.0,9,87.710001
9.0,9,87.733001
9.0,9,87.756
10.0,10,87.782
10.0,10,87.809
10.0,10,87.837
9.0,9,87.858999
8.0,8,87.879001
9.0,9,87.907
9.0,9,87.930999
9.0,9,87.955002
9.0,9,87.978001
10.0,10,88.026999
10.0,10,88.052
9.0,9,88.075
9.0,9,88.097
9.0,9,88.118999
10.0,10,88.144
9.0,9,88.166
10.0,10,88.191001
10.0,10,88.216
10.0,10,88.241001
10.0,10,88.265999
8.0,8,88.286
9.0,9,88.309
10.0,10,88.334002
9.0,9,88.358001
10.0,10,88.384001
9.0,9,88.407001
8.0,8,88.428004
9.0,9,88.452999
8.0,8,88.474
9.0,9,88.497
11.0,11,88.525
10.0,10,88.551001
9.0,9,88.574
10.0,10,88.599
8.0,8,88.62
9.0,9,88.643001
9.0,9,88.667001
11.0,11,88.696
9.0,9,88.72
9.0,9,88.744
10.0,10,88.769001
10.0,10,88.795
10.0,10,88.821002
9.0,9,88.844001
9.0,9,88.867
9.0,9,88.890001
9.0,9,88.914001
9.0,9,88.937005
10.0,10,88.962
10.0,10,88.987002
10.0,10,89.012
9.0,9,89.036
9.0,9,89.057999
10.0,10,89.083
8.0,8,89.103
10.0,10,89.128
9.0,9,89.151
9.0,9,89.173
11.0,11,89.201002
9.0,9,89.222001
9.0,9,89.245
10.0,10,89.270001
10.0,10,89.295
9.0,9,89.318
10.0,10,89.346
8.0,8,89.375001
9.0,9,89.404001
10.0,10,89.443001
9.0,9,89.472
9.0,9,89.499001
9.0,9,89.526
9.0,9,89.552999
9.0,9,89.582003
9.0,9,89.607
9.0,9,89.632999
10.0,10,89.660001
10.0,10,89.689
9.0,9,89.713
10.0,10,89.741001
9.0,9,89.766001
9.0,9,89.790001
10.0,10,89.816
10.0,10,89.842001
10.0,10,89.877002
9.0,9,89.903
9.0,9,89.925999
10.0,10,89.951001
9.0,9,89.976
8.0,8,89.996
10.0,10,90.022
10.0,10,90.048001
9.0,9,90.073
9.0,9,90.098001
9.0,9,90.124
10.0,10,90.154
8.0,8,90.177
9.0,9,90.201
10.0,10,90.225999
10.0,10,90.25
9.0,9,90.273999
9.0,9,90.297
9.0,9,90.32
9.0,9,90.342
10.0,10,90.368001
8.0,8,90.389
10.0,10,90.417001
10.0,10,90.444001
10.0,10,90.471001
9.0,9,90.495001
10.0,10,90.52
8.0,8,90.538999
9.0,9,90.563
10.0,10,90.587001
9.0,9,90.609
10.0,10,90.635001
9.0,9,90.658
10.0,10,90.71
10.0,10,90.736
9.0,9,90.759
10.0,10,90.782999
8.0,8,90.803
9.0,9,90.826999
9.0,9,90.85
10.0,10,90.886002
9.0,9,90.911001
9.0,9,90.936
10.0,10,90.964
8.0,8,90.985
8.0,8,91.006001
9.0,9,91.03
10.0,10,91.055031
9.0,9,91.08
9.0,9,91.103
9.0,9,91.126
10.0,10,91.152
8.0,8,91.172001
8.0,8,91.192
8.0,8,91.212
10.0,10,91.237
10.0,10,91.261
8.0,8,91.281002
11.0,11,91.309
10.0,10,91.334
10.0,10,91.36
8.0,8,91.387001
8.0,8,91.414003
8.0,8,91.440002
10.0,10,91.466002
10.0,10,91.492
10.0,10,91.518
9.0,9,91.541
10.0,10,91.568
9.0,9,91.589999
10.0,10,91.616002
9.0,9,91.641001
10.0,10,91.669999
10.0,10,91.697999
8.0,8,91.719
8.0,8,91.740001
9.0,9,91.764999
9.0,9,91.789
9.0,9,91.813
9.0,9,91.836
10.0,10,91.861
10.0,10,91.887002
8.0,8,91.908
10.0,10,91.934
10.0,10,91.960003
10.0,10,91.986001
9.0,9,92.01
10.0,10,92.037
9.0,9,92.062
10.0,10,92.087
9.0,9,92.111001
9.0,9,92.134001
10.0,10,92.161
10.0,10,92.191003
8.0,8,92.218002
9.0,9,92.25
9.0,9,92.275001
9.0,9,92.299999
9.0,9,92.324
9.0,9,92.348002
8.0,8,92.373002
10.0,10,92.404001
11.0,11,92.435001
10.0,10,92.464
8.0,8,92.484999
10.0,10,92.512001
10.0,10,92.541001
11.0,11,92.570002
8.0,8,92.592
9.0,9,92.616
8.0,8,92.638002
8.0,8,92.658
9.0,9,92.682
9.0,9,92.707
10.0,10,92.733
9.0,9,92.757
10.0,10,92.783
9.0,9,92.806
10.0,10,92.831002
9.0,9,92.855
10.0,10,92.881002
9.0,9,92.905
10.0,10,92.93
10.0,10,92.957
11.0,11,92.984999
10.0,10,93.011003
9.0,9,93.046
8.0,8,93.072001
10.0,10,93.1
10.0,10,93.126
10.0,10,93.152
10.0,10,93.178
8.0,8,93.199001
8.0,8,93.221001
9.0,9,93.245
10.0,10,93.271001
9.0,9,93.294
10.0,10,93.32
9.0,9,93.344
9.0,9,93.367
10.0,10,93.423002
10.0,10,93.451
9.0,9,93.474
9.0,9,93.498001
9.0,9,93.522
9.0,9,93.546
11.0,11,93.575
10.0,10,93.601002
10.0,10,93.628
10.0,10,93.653
10.0,10,93.678
9.0,9,93.701
10.0,10,93.727
8.0,8,93.749001
9.0,9,93.773
8.0,8,93.794
10.0,10,93.82
10.0,10,93.845
10.0,10,93.871002
9.0,9,93.894
9.0,9,93.917
8.0,8,93.937
11.0,11,93.966001
10.0,10,93.993
8.0,8,94.013999
9.0,9,94.037001
10.0,10,94.073001
9.0,9,94.102001
10.0,10,94.131
9.0,9,94.154999
10.0,10,94.182001
9.0,9,94.206
9.0,9,94.23
10.0,10,94.258
10.0,10,94.284
10.0,10,94.31
9.0,9,94.333
9.0,9,94.357001
11.0,11,94.386
9.0,9,94.415001
10.0,10,94.447
9.0,9,94.473
9.0,9,94.497
9.0,9,94.522001
10.0,10,94.548
10.0,10,94.572999
9.0,9,94.596999
8.0,8,94.617999
9.0,9,94.642
10.0,10,94.667
8.0,8,94.687
10.0,10,94.712001
10.0,10,94.737
8.0,8,94.757999
8.0,8,94.778999
10.0,10,94.805
8.0,8,94.826
9.0,9,94.849002
10.0,10,94.876
9.0,9,94.905
9.0,9,94.935001
10.0,10,94.964
8.0,8,94.985001
10.0,10,95.012
9.0,9,95.037002
9.0,9,95.061001
10.0,10,95.087
8.0,8,95.108
9.0,9,95.132001
9.0,9,95.154
9.0,9,95.178
9.0,9,95.201003
10.0,10,95.228
8.0,8,95.25
9.0,9,95.273999
8.0,8,95.295003
8.0,8,95.318
11.0,11,95.347
10.0,10,95.374999
9.0,9,95.398
10.0,10,95.425
9.0,9,95.448
9.0,9,95.471001
10.0,10,95.497001
9.0,9,95.522002
10.0,10,95.548
9.0,9,95.572999
9.0,9,95.598
10.0,10,95.630001
9.0,9,95.660001
10.0,10,95.688999
10.0,10,95.716
9.0,9,95.740001
8.0,8,95.762999
8.0,8,95.783999
9.0,9,95.807
9.0,9,95.831001
9.0,9,95.854
8.0,8,95.876
10.0,10,95.903001
9.0,9,95.926999
8.0,8,95.948999
9.0,9,95.973
9.0,9,95.998001
9.0,9,96.021999
9.0,9,96.046
9.0,9,96.069
10.0,10,96.094999
9.0,9,96.142
10.0,10,96.169
9.0,9,96.193
10.0,10,96.219
8.0,8,96.239
11.0,11,96.269
8.0,8,96.29
9.0,9,96.313001
8.0,8,96.334002
9.0,9,96.356
9.0,9,96.38
9.0,9,96.405002
10.0,10,96.431001
9.0,9,96.455
9.0,9,96.478002
8.0,8,96.503001
10.0,10,96.539002
10.0,10,96.572
