#{"t_start": 1695644104.102744, "env_id": "CartPole-v1"}
r,l,t
9.0,9,27.843001
10.0,10,27.868
9.0,9,27.891
9.0,9,27.911999
8.0,8,27.93
10.0,10,27.952002
9.0,9,27.974002
9.0,9,27.995
9.0,9,28.016
11.0,11,28.042001
9.0,9,28.062
9.0,9,28.083001
10.0,10,28.105
10.0,10,28.127
10.0,10,28.149
9.0,9,28.169
9.0,9,28.190001
10.0,10,28.214
10.0,10,28.239
9.0,9,28.26
10.0,10,28.283
10.0,10,28.305
9.0,9,28.325
9.0,9,28.344
9.0,9,28.364
10.0,10,28.386
10.0,10,28.408999
9.0,9,28.428
11.0,11,28.453003
10.0,10,28.476001
9.0,9,28.498002
10.0,10,28.521002
9.0,9,28.542
9.0,9,28.562
10.0,10,28.585
9.0,9,28.605
9.0,9,28.626
9.0,9,28.645
9.0,9,28.665
10.0,10,28.688
10.0,10,28.71
8.0,8,28.730001
10.0,10,28.753
10.0,10,28.776002
9.0,9,28.798002
9.0,9,28.819
9.0,9,28.841001
9.0,9,28.862001
8.0,8,28.881001
9.0,9,28.90202
9.0,9,28.925001
10.0,10,28.948
10.0,10,28.971
8.0,8,28.989003
10.0,10,29.012
10.0,10,29.033
10.0,10,29.055003
10.0,10,29.077
10.0,10,29.1
9.0,9,29.12
9.0,9,29.14
9.0,9,29.162
9.0,9,29.181001
10.0,10,29.204003
9.0,9,29.225
9.0,9,29.245
9.0,9,29.266001
9.0,9,29.288001
8.0,8,29.307002
10.0,10,29.331
8.0,8,29.35
9.0,9,29.371001
11.0,11,29.396002
10.0,10,29.424
9.0,9,29.449
10.0,10,29.476
9.0,9,29.498
10.0,10,29.523001
10.0,10,29.547001
9.0,9,29.569
10.0,10,29.592
9.0,9,29.614
10.0,10,29.635999
8.0,8,29.654
10.0,10,29.676
11.0,11,29.705002
9.0,9,29.730003
9.0,9,29.752001
9.0,9,29.773999
8.0,8,29.792001
10.0,10,29.843001
9.0,9,29.864
9.0,9,29.884
10.0,10,29.907
10.0,10,29.931002
11.0,11,29.961002
10.0,10,29.985001
10.0,10,30.008001
9.0,9,30.028002
9.0,9,30.049999
10.0,10,30.074001
9.0,9,30.096999
10.0,10,30.121
9.0,9,30.143
9.0,9,30.163999
9.0,9,30.184002
10.0,10,30.207999
9.0,9,30.229001
10.0,10,30.252001
9.0,9,30.273
10.0,10,30.297002
9.0,9,30.321002
9.0,9,30.343
9.0,9,30.363999
10.0,10,30.388
9.0,9,30.410001
10.0,10,30.435
9.0,9,30.454998
10.0,10,30.478
8.0,8,30.496
10.0,10,30.519001
10.0,10,30.544
10.0,10,30.570001
10.0,10,30.594002
9.0,9,30.614005
9.0,9,30.634999
9.0,9,30.657
10.0,10,30.679003
10.0,10,30.701
8.0,8,30.719
10.0,10,30.741002
11.0,11,30.765999
11.0,11,30.791002
9.0,9,30.811002
8.0,8,30.828
10.0,10,30.849
10.0,10,30.871
11.0,11,30.894001
10.0,10,30.915
10.0,10,30.937001
8.0,8,30.955001
10.0,10,30.978999
10.0,10,31.003002
9.0,9,31.025001
9.0,9,31.046999
10.0,10,31.071002
10.0,10,31.096001
10.0,10,31.119002
9.0,9,31.141001
10.0,10,31.163999
10.0,10,31.188002
10.0,10,31.212001
10.0,10,31.237009
9.0,9,31.262
10.0,10,31.286
9.0,9,31.306999
9.0,9,31.329
10.0,10,31.352
10.0,10,31.375001
10.0,10,31.399001
9.0,9,31.420002
9.0,9,31.442
9.0,9,31.462
10.0,10,31.485001
9.0,9,31.505001
8.0,8,31.523
10.0,10,31.546999
9.0,9,31.567001
9.0,9,31.588
9.0,9,31.607
11.0,11,31.63
8.0,8,31.648
9.0,9,31.667999
10.0,10,31.69
9.0,9,31.709001
9.0,9,31.729
10.0,10,31.751001
8.0,8,31.768
10.0,10,31.789001
9.0,9,31.809
9.0,9,31.828
9.0,9,31.848
9.0,9,31.868002
9.0,9,31.888
9.0,9,31.908
9.0,9,31.928
10.0,10,31.95
9.0,9,31.97
10.0,10,31.99
10.0,10,32.012
10.0,10,32.034
10.0,10,32.057
9.0,9,32.077
8.0,8,32.095001
10.0,10,32.120001
9.0,9,32.170001
9.0,9,32.192
9.0,9,32.213
10.0,10,32.236001
9.0,9,32.255999
10.0,10,32.279
10.0,10,32.305001
10.0,10,32.329003
8.0,8,32.352003
9.0,9,32.380001
10.0,10,32.410002
9.0,9,32.432
9.0,9,32.454
9.0,9,32.476
9.0,9,32.498
10.0,10,32.522002
9.0,9,32.544
8.0,8,32.565001
10.0,10,32.587
11.0,11,32.612001
10.0,10,32.633999
10.0,10,32.664
10.0,10,32.685
9.0,9,32.705002
11.0,11,32.731001
8.0,8,32.750001
10.0,10,32.774999
8.0,8,32.793
10.0,10,32.817
9.0,9,32.839
10.0,10,32.863002
9.0,9,32.887
9.0,9,32.909
9.0,9,32.929001
9.0,9,32.949
10.0,10,32.972
10.0,10,32.995
10.0,10,33.016999
10.0,10,33.04
9.0,9,33.059999
9.0,9,33.079999
8.0,8,33.097999
10.0,10,33.119
11.0,11,33.143
9.0,9,33.163
10.0,10,33.186
9.0,9,33.207
8.0,8,33.225
10.0,10,33.249001
10.0,10,33.274
9.0,9,33.333999
10.0,10,33.359
10.0,10,33.381
10.0,10,33.403001
11.0,11,33.428
10.0,10,33.451
9.0,9,33.473001
8.0,8,33.492001
10.0,10,33.516
9.0,9,33.537003
9.0,9,33.557
10.0,10,33.582002
9.0,9,33.603001
9.0,9,33.634002
10.0,10,33.664
9.0,9,33.688001
9.0,9,33.711
9.0,9,33.734002
10.0,10,33.759
9.0,9,33.779
10.0,10,33.801
9.0,9,33.822
10.0,10,33.843
8.0,8,33.863001
10.0,10,33.888001
9.0,9,33.908
9.0,9,33.929
11.0,11,33.960003
10.0,10,33.983999
9.0,9,34.004001
10.0,10,34.027
10.0,10,34.05
10.0,10,34.074
10.0,10,34.097
9.0,9,34.119001
9.0,9,34.14
10.0,10,34.164
9.0,9,34.188
9.0,9,34.211999
9.0,9,34.233
10.0,10,34.257
10.0,10,34.284002
11.0,11,34.310999
10.0,10,34.334
10.0,10,34.357
9.0,9,34.377
10.0,10,34.400002
9.0,9,34.421
10.0,10,34.443
8.0,8,34.461001
9.0,9,34.482
10.0,10,34.505001
8.0,8,34.523
10.0,10,34.545
9.0,9,34.566003
10.0,10,34.599001
11.0,11,34.672
9.0,9,34.693999
10.0,10,34.717
10.0,10,34.740001
9.0,9,34.764001
9.0,9,34.786
10.0,10,34.810001
10.0,10,34.832
9.0,9,34.852001
9.0,9,34.872
10.0,10,34.895
10.0,10,34.918
8.0,8,34.938002
10.0,10,34.966003
9.0,9,34.99
11.0,11,35.018002
9.0,9,35.043001
10.0,10,35.066
9.0,9,35.087
10.0,10,35.109999
9.0,9,35.131
9.0,9,35.151001
10.0,10,35.175002
9.0,9,35.196002
8.0,8,35.215001
11.0,11,35.246001
9.0,9,35.27
10.0,10,35.293001
10.0,10,35.317001
9.0,9,35.338001
8.0,8,35.36
10.0,10,35.385
9.0,9,35.406001
9.0,9,35.427
9.0,9,35.446
9.0,9,35.467
8.0,8,35.484999
10.0,10,35.508
8.0,8,35.528002
9.0,9,35.547
9.0,9,35.569
10.0,10,35.591001
8.0,8,35.611002
9.0,9,35.635001
10.0,10,35.661002
9.0,9,35.719
10.0,10,35.745001
8.0,8,35.765
8.0,8,35.784002
11.0,11,35.812
10.0,10,35.837
8.0,8,35.858
9.0,9,35.880001
10.0,10,35.906001
10.0,10,35.931002
10.0,10,35.955001
10.0,10,35.977999
9.0,9,35.998
10.0,10,36.02
8.0,8,36.046001
8.0,8,36.067
10.0,10,36.093
10.0,10,36.116001
10.0,10,36.141002
10.0,10,36.164
8.0,8,36.183
10.0,10,36.206
9.0,9,36.226
10.0,10,36.251
9.0,9,36.272
10.0,10,36.295
9.0,9,36.316
10.0,10,36.339001
9.0,9,36.361
10.0,10,36.385002
10.0,10,36.413002
9.0,9,36.434002
9.0,9,36.455002
10.0,10,36.482003
9.0,9,36.503
8.0,8,36.523001
10.0,10,36.546
10.0,10,36.571001
10.0,10,36.595999
10.0,10,36.619
9.0,9,36.641999
9.0,9,36.664
9.0,9,36.685
10.0,10,36.708001
9.0,9,36.729099
9.0,9,36.750001
10.0,10,36.790002
10.0,10,36.814
9.0,9,36.836002
8.0,8,36.856001
9.0,9,36.879
9.0,9,36.902001
10.0,10,36.926999
10.0,10,36.95
8.0,8,36.969
10.0,10,36.991001
9.0,9,37.012
10.0,10,37.035002
10.0,10,37.059002
9.0,9,37.080001
10.0,10,37.114002
8.0,8,37.16
10.0,10,37.184
10.0,10,37.208
10.0,10,37.231
10.0,10,37.254
9.0,9,37.276002
10.0,10,37.298002
10.0,10,37.320002
8.0,8,37.337999
10.0,10,37.362
9.0,9,37.381
8.0,8,37.399
9.0,9,37.419001
8.0,8,37.437
10.0,10,37.461
9.0,9,37.485
10.0,10,37.51
9.0,9,37.532001
8.0,8,37.551999
9.0,9,37.575
10.0,10,37.599
10.0,10,37.622
10.0,10,37.645
9.0,9,37.665
10.0,10,37.688
10.0,10,37.712001
10.0,10,37.737001
11.0,11,37.762002
8.0,8,37.781001
9.0,9,37.802
10.0,10,37.825001
10.0,10,37.847001
10.0,10,37.869999
9.0,9,37.891001
9.0,9,37.912001
9.0,9,37.933
10.0,10,37.954
9.0,9,37.974001
9.0,9,37.995
9.0,9,38.015
10.0,10,38.036
10.0,10,38.057999
9.0,9,38.077
9.0,9,38.097
9.0,9,38.119002
9.0,9,38.142002
9.0,9,38.162001
10.0,10,38.186001
9.0,9,38.206001
8.0,8,38.225002
9.0,9,38.247002
8.0,8,38.266001
8.0,8,38.285001
9.0,9,38.306001
9.0,9,38.328001
9.0,9,38.349999
8.0,8,38.369002
10.0,10,38.394002
9.0,9,38.416003
9.0,9,38.439
9.0,9,38.461001
9.0,9,38.483002
10.0,10,38.505
9.0,9,38.527
10.0,10,38.551
10.0,10,38.575002
9.0,9,38.597001
10.0,10,38.620001
10.0,10,38.644
10.0,10,38.668
9.0,9,38.688
10.0,10,38.711001
9.0,9,38.735
10.0,10,38.758
9.0,9,38.779
8.0,8,38.8
10.0,10,38.823
10.0,10,38.845001
10.0,10,38.867
10.0,10,38.889999
10.0,10,38.913
9.0,9,38.933
9.0,9,38.955002
10.0,10,38.978
9.0,9,38.997999
9.0,9,39.019999
8.0,8,39.044001
10.0,10,39.067
8.0,8,39.086
9.0,9,39.108
8.0,8,39.128
11.0,11,39.153
9.0,9,39.174
10.0,10,39.197
10.0,10,39.221003
10.0,10,39.245
10.0,10,39.268
10.0,10,39.291002
9.0,9,39.312001
9.0,9,39.334001
10.0,10,39.378002
9.0,9,39.399002
10.0,10,39.422
9.0,9,39.441
9.0,9,39.463
9.0,9,39.483999
8.0,8,39.506001
10.0,10,39.56
9.0,9,39.580002
10.0,10,39.602002
10.0,10,39.625
9.0,9,39.644002
10.0,10,39.669001
9.0,9,39.693001
9.0,9,39.718
10.0,10,39.743
9.0,9,39.765
10.0,10,39.789003
9.0,9,39.809
9.0,9,39.829999
9.0,9,39.851
9.0,9,39.871
8.0,8,39.889
10.0,10,39.912
10.0,10,39.936
10.0,10,39.959002
10.0,10,39.983002
8.0,8,40.003
8.0,8,40.022001
9.0,9,40.045
10.0,10,40.070001
9.0,9,40.09
9.0,9,40.111002
10.0,10,40.134001
10.0,10,40.158001
9.0,9,40.179001
10.0,10,40.206001
9.0,9,40.229001
8.0,8,40.251002
9.0,9,40.287002
10.0,10,40.312001
9.0,9,40.335
9.0,9,40.357
10.0,10,40.381
9.0,9,40.404001
10.0,10,40.429001
8.0,8,40.448002
8.0,8,40.467
9.0,9,40.488
10.0,10,40.511
9.0,9,40.531
10.0,10,40.553999
8.0,8,40.571002
10.0,10,40.594
10.0,10,40.618001
8.0,8,40.638001
10.0,10,40.663
10.0,10,40.685
10.0,10,40.708
9.0,9,40.728
10.0,10,40.75
10.0,10,40.772
10.0,10,40.794
10.0,10,40.816
9.0,9,40.839
11.0,11,40.864
9.0,9,40.885
9.0,9,40.905
9.0,9,40.926001
10.0,10,40.949
8.0,8,40.967
10.0,10,40.992001
10.0,10,41.016
9.0,9,41.038001
11.0,11,41.067
8.0,8,41.086001
10.0,10,41.111002
9.0,9,41.134001
10.0,10,41.157001
9.0,9,41.179001
9.0,9,41.198
10.0,10,41.22
9.0,9,41.24
10.0,10,41.263
9.0,9,41.286002
11.0,11,41.312001
10.0,10,41.338
11.0,11,41.368
9.0,9,41.39
9.0,9,41.413
9.0,9,41.433002
10.0,10,41.457
10.0,10,41.479999
11.0,11,41.505999
9.0,9,41.527
8.0,8,41.546
8.0,8,41.565
9.0,9,41.585999
9.0,9,41.607002
10.0,10,41.631001
10.0,10,41.655001
9.0,9,41.677
10.0,10,41.701003
10.0,10,41.727001
10.0,10,41.754002
9.0,9,41.779
9.0,9,41.802004
8.0,8,41.822
10.0,10,41.845001
10.0,10,41.868999
8.0,8,41.887
10.0,10,41.911001
10.0,10,41.935
9.0,9,41.958001
9.0,9,42.006
10.0,10,42.032
8.0,8,42.052002
9.0,9,42.075
10.0,10,42.099002
9.0,9,42.121002
9.0,9,42.142001
8.0,8,42.161005
9.0,9,42.182002
9.0,9,42.203
9.0,9,42.226002
9.0,9,42.247001
9.0,9,42.269001
8.0,8,42.289001
9.0,9,42.311
9.0,9,42.335002
9.0,9,42.358999
10.0,10,42.385
9.0,9,42.409
9.0,9,42.431001
9.0,9,42.453
9.0,9,42.474
10.0,10,42.497001
8.0,8,42.516
10.0,10,42.540001
10.0,10,42.566
9.0,9,42.586001
9.0,9,42.608
9.0,9,42.628
11.0,11,42.654
9.0,9,42.675
9.0,9,42.696001
10.0,10,42.721002
9.0,9,42.743001
10.0,10,42.766001
8.0,8,42.786
10.0,10,42.809
8.0,8,42.828
10.0,10,42.852001
10.0,10,42.875999
9.0,9,42.899001
8.0,8,42.919
9.0,9,42.939
10.0,10,42.963
10.0,10,42.984
9.0,9,43.006
9.0,9,43.027003
10.0,10,43.049001
9.0,9,43.069
11.0,11,43.094
9.0,9,43.115001
9.0,9,43.135
10.0,10,43.157
10.0,10,43.179
10.0,10,43.202002
9.0,9,43.223
10.0,10,43.246001
9.0,9,43.267001
9.0,9,43.29
8.0,8,43.308
9.0,9,43.331002
10.0,10,43.354
10.0,10,43.377
8.0,8,43.395
10.0,10,43.418
10.0,10,43.442
8.0,8,43.46
10.0,10,43.484001
10.0,10,43.511001
9.0,9,43.533
9.0,9,43.553999
10.0,10,43.578
10.0,10,43.601002
10.0,10,43.623
11.0,11,43.648
8.0,8,43.667
9.0,9,43.687
10.0,10,43.711002
9.0,9,43.733
8.0,8,43.752001
10.0,10,43.778001
10.0,10,43.802
9.0,9,43.822
10.0,10,43.845001
10.0,10,43.867
10.0,10,43.89
8.0,8,43.908
9.0,9,43.930001
9.0,9,43.95
10.0,10,43.974001
9.0,9,43.998
9.0,9,44.019
10.0,10,44.045001
10.0,10,44.068
9.0,9,44.09
10.0,10,44.114
9.0,9,44.136
10.0,10,44.159999
9.0,9,44.182002
10.0,10,44.205999
9.0,9,44.229002
10.0,10,44.254
9.0,9,44.282001
10.0,10,44.308
9.0,9,44.330002
10.0,10,44.355001
10.0,10,44.382
8.0,8,44.427
9.0,9,44.448
10.0,10,44.472
10.0,10,44.497
10.0,10,44.519
10.0,10,44.542001
9.0,9,44.563
9.0,9,44.583
9.0,9,44.605002
10.0,10,44.627
10.0,10,44.648999
9.0,9,44.67
9.0,9,44.690001
9.0,9,44.715
9.0,9,44.737
9.0,9,44.759001
10.0,10,44.785001
9.0,9,44.808001
8.0,8,44.829001
10.0,10,44.852999
9.0,9,44.877001
9.0,9,44.899003
9.0,9,44.921001
10.0,10,44.944999
9.0,9,44.965999
10.0,10,44.989
10.0,10,45.012
9.0,9,45.033
9.0,9,45.053999
9.0,9,45.075
9.0,9,45.103
10.0,10,45.127
10.0,10,45.152001
10.0,10,45.176
10.0,10,45.200001
10.0,10,45.223
9.0,9,45.244
8.0,8,45.263
10.0,10,45.288001
10.0,10,45.312001
10.0,10,45.333999
10.0,10,45.355999
9.0,9,45.377
9.0,9,45.399
10.0,10,45.423001
10.0,10,45.446
10.0,10,45.469002
9.0,9,45.491002
9.0,9,45.515
10.0,10,45.538
11.0,11,45.565
9.0,9,45.585
10.0,10,45.608999
9.0,9,45.628999
10.0,10,45.653001
8.0,8,45.673002
10.0,10,45.699002
9.0,9,45.722005
8.0,8,45.744001
10.0,10,45.769001
9.0,9,45.791001
9.0,9,45.813
9.0,9,45.833999
10.0,10,45.858002
8.0,8,45.877
11.0,11,45.908002
9.0,9,45.930001
10.0,10,45.956
11.0,11,45.985001
9.0,9,46.010002
8.0,8,46.031001
9.0,9,46.054
10.0,10,46.08
9.0,9,46.103
10.0,10,46.129
8.0,8,46.15
10.0,10,46.175
10.0,10,46.199003
11.0,11,46.228
10.0,10,46.254001
9.0,9,46.278002
10.0,10,46.304002
10.0,10,46.328
9.0,9,46.352003
9.0,9,46.373
10.0,10,46.395
9.0,9,46.416
10.0,10,46.439
9.0,9,46.461002
9.0,9,46.481002
10.0,10,46.504001
10.0,10,46.527
9.0,9,46.547001
10.0,10,46.573
9.0,9,46.596
9.0,9,46.619001
10.0,10,46.643
10.0,10,46.667001
8.0,8,46.687
10.0,10,46.71
10.0,10,46.735
9.0,9,46.756
9.0,9,46.778
9.0,9,46.801001
9.0,9,46.825
9.0,9,46.846
9.0,9,46.893001
8.0,8,46.914002
10.0,10,46.941
10.0,10,46.965001
9.0,9,46.987001
10.0,10,47.011001
8.0,8,47.029001
9.0,9,47.052001
9.0,9,47.073
9.0,9,47.095001
10.0,10,47.120001
9.0,9,47.142001
10.0,10,47.166
10.0,10,47.19
10.0,10,47.213
10.0,10,47.236
9.0,9,47.256
10.0,10,47.279
10.0,10,47.302001
9.0,9,47.324002
10.0,10,47.349001
9.0,9,47.372001
10.0,10,47.399001
9.0,9,47.421001
11.0,11,47.448001
10.0,10,47.471
9.0,9,47.491
8.0,8,47.511
10.0,10,47.534
8.0,8,47.554002
9.0,9,47.575
10.0,10,47.599
10.0,10,47.626001
9.0,9,47.652001
8.0,8,47.669998
10.0,10,47.693
8.0,8,47.713
11.0,11,47.739
9.0,9,47.761003
10.0,10,47.786
10.0,10,47.814005
10.0,10,47.846002
10.0,10,47.875002
8.0,8,47.899001
9.0,9,47.922
9.0,9,47.946
10.0,10,47.971001
10.0,10,47.995001
10.0,10,48.02
10.0,10,48.043
9.0,9,48.063
10.0,10,48.086002
10.0,10,48.11
9.0,9,48.131001
9.0,9,48.153
10.0,10,48.176
10.0,10,48.202002
9.0,9,48.225001
10.0,10,48.250001
9.0,9,48.272001
9.0,9,48.294001
9.0,9,48.316002
10.0,10,48.341001
9.0,9,48.364
10.0,10,48.388002
9.0,9,48.410001
9.0,9,48.435001
8.0,8,48.456002
9.0,9,48.479
10.0,10,48.503
9.0,9,48.524
8.0,8,48.543
8.0,8,48.563001
10.0,10,48.586
10.0,10,48.608
9.0,9,48.628999
10.0,10,48.652
10.0,10,48.676
9.0,9,48.697001
10.0,10,48.72
9.0,9,48.741002
9.0,9,48.762001
9.0,9,48.784
10.0,10,48.806
9.0,9,48.825999
9.0,9,48.848
10.0,10,48.875001
9.0,9,48.898
10.0,10,48.926001
10.0,10,48.953001
9.0,9,48.976
8.0,8,48.996
9.0,9,49.018999
8.0,8,49.04
9.0,9,49.061001
8.0,8,49.081
8.0,8,49.101001
8.0,8,49.122999
9.0,9,49.145
8.0,8,49.162999
9.0,9,49.186
8.0,8,49.205001
10.0,10,49.23
9.0,9,49.253
9.0,9,49.275002
11.0,11,49.302
11.0,11,49.33
8.0,8,49.379
9.0,9,49.417002
9.0,9,49.442001
10.0,10,49.469
8.0,8,49.491
9.0,9,49.516
9.0,9,49.538
9.0,9,49.574
8.0,8,49.600001
9.0,9,49.626001
10.0,10,49.654002
10.0,10,49.681002
10.0,10,49.708
9.0,9,49.732002
9.0,9,49.755001
8.0,8,49.776002
10.0,10,49.8
10.0,10,49.824
10.0,10,49.848
10.0,10,49.873
10.0,10,49.899001
9.0,9,49.923001
9.0,9,49.946
10.0,10,49.969
8.0,8,49.986999
8.0,8,50.007
10.0,10,50.03
9.0,9,50.053
10.0,10,50.077999
10.0,10,50.101002
9.0,9,50.123
10.0,10,50.146999
9.0,9,50.168
10.0,10,50.191
9.0,9,50.212
10.0,10,50.237
9.0,9,50.258001
10.0,10,50.281
9.0,9,50.302001
9.0,9,50.323
10.0,10,50.345999
9.0,9,50.370002
10.0,10,50.394001
10.0,10,50.42
10.0,10,50.443
10.0,10,50.467001
10.0,10,50.492
9.0,9,50.514
9.0,9,50.536
10.0,10,50.561001
9.0,9,50.584
10.0,10,50.608002
9.0,9,50.629001
8.0,8,50.648001
10.0,10,50.672
9.0,9,50.695001
8.0,8,50.714
8.0,8,50.735
10.0,10,50.76
8.0,8,50.781002
10.0,10,50.807
8.0,8,50.827
10.0,10,50.852
9.0,9,50.878
10.0,10,50.901999
9.0,9,50.924
9.0,9,50.945999
10.0,10,50.971003
9.0,9,50.992
8.0,8,51.013002
9.0,9,51.037
9.0,9,51.058
8.0,8,51.076999
10.0,10,51.104001
10.0,10,51.128
9.0,9,51.149999
9.0,9,51.171
8.0,8,51.190001
10.0,10,51.213
10.0,10,51.237
9.0,9,51.260001
10.0,10,51.284
10.0,10,51.308001
10.0,10,51.332
9.0,9,51.354001
10.0,10,51.386002
10.0,10,51.416002
10.0,10,51.44
9.0,9,51.461
9.0,9,51.482
10.0,10,51.506
9.0,9,51.527
10.0,10,51.551001
9.0,9,51.572001
9.0,9,51.592
10.0,10,51.615
10.0,10,51.638002
8.0,8,51.657001
10.0,10,51.681
9.0,9,51.703002
10.0,10,51.729
10.0,10,51.753999
9.0,9,51.775
9.0,9,51.796002
8.0,8,51.814
9.0,9,51.835001
8.0,8,51.854001
9.0,9,51.91506
8.0,8,51.936
9.0,9,51.956
8.0,8,51.975
10.0,10,51.999
8.0,8,52.017999
8.0,8,52.036001
10.0,10,52.059
9.0,9,52.081002
9.0,9,52.102001
8.0,8,52.122001
9.0,9,52.146001
10.0,10,52.172001
9.0,9,52.197002
10.0,10,52.224001
10.0,10,52.249001
8.0,8,52.270001
10.0,10,52.295001
9.0,9,52.318999
9.0,9,52.341002
8.0,8,52.361002
10.0,10,52.386
8.0,8,52.407001
10.0,10,52.432001
9.0,9,52.453
10.0,10,52.476
9.0,9,52.499
9.0,9,52.522
8.0,8,52.542001
8.0,8,52.562002
9.0,9,52.584001
9.0,9,52.606001
9.0,9,52.629002
10.0,10,52.656
9.0,9,52.678
9.0,9,52.697999
9.0,9,52.719
11.0,11,52.744001
10.0,10,52.768001
10.0,10,52.791001
9.0,9,52.812
9.0,9,52.832
10.0,10,52.856
9.0,9,52.878
8.0,8,52.899001
8.0,8,52.919001
10.0,10,52.943002
10.0,10,52.967
8.0,8,52.987
10.0,10,53.012001
10.0,10,53.035002
9.0,9,53.059001
9.0,9,53.079999
9.0,9,53.101002
10.0,10,53.124
9.0,9,53.145
8.0,8,53.163
11.0,11,53.188999
10.0,10,53.213
9.0,9,53.233
9.0,9,53.254
9.0,9,53.279
10.0,10,53.302001
10.0,10,53.325
10.0,10,53.347
10.0,10,53.371002
8.0,8,53.390002
9.0,9,53.412
8.0,8,53.431002
9.0,9,53.451002
10.0,10,53.474
10.0,10,53.497
9.0,9,53.518
9.0,9,53.540002
10.0,10,53.564
9.0,9,53.585
10.0,10,53.609
10.0,10,53.634002
9.0,9,53.656
9.0,9,53.677
10.0,10,53.702
8.0,8,53.721002
8.0,8,53.74
9.0,9,53.762
8.0,8,53.781001
9.0,9,53.802001
10.0,10,53.827
9.0,9,53.848
8.0,8,53.867002
10.0,10,53.892002
10.0,10,53.916001
9.0,9,53.938
10.0,10,53.961002
9.0,9,53.982999
10.0,10,54.005
8.0,8,54.024
10.0,10,54.049
10.0,10,54.073002
9.0,9,54.096
10.0,10,54.120003
9.0,9,54.143002
9.0,9,54.165002
10.0,10,54.189002
10.0,10,54.214001
10.0,10,54.239
9.0,9,54.261002
9.0,9,54.283001
10.0,10,54.307001
8.0,8,54.327
10.0,10,54.376001
9.0,9,54.397999
9.0,9,54.419
10.0,10,54.442
9.0,9,54.463
8.0,8,54.482
10.0,10,54.505
9.0,9,54.527
8.0,8,54.546
9.0,9,54.569
10.0,10,54.593999
10.0,10,54.618001
9.0,9,54.642001
9.0,9,54.664002
10.0,10,54.69
10.0,10,54.715
8.0,8,54.734
9.0,9,54.755
10.0,10,54.776999
10.0,10,54.802001
9.0,9,54.823
10.0,10,54.845
10.0,10,54.869
9.0,9,54.89
9.0,9,54.914
10.0,10,54.937002
8.0,8,54.956
10.0,10,54.978001
11.0,11,55.003002
8.0,8,55.023
9.0,9,55.045001
10.0,10,55.069
11.0,11,55.096
9.0,9,55.118
10.0,10,55.143001
10.0,10,55.168
9.0,9,55.190002
9.0,9,55.214
9.0,9,55.24
10.0,10,55.267001
9.0,9,55.292
10.0,10,55.329001
10.0,10,55.352999
8.0,8,55.371001
10.0,10,55.395
10.0,10,55.418
9.0,9,55.439
